,Mol_ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard_Type,Standard Relation,standard_value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target_Name,Target Organism,Target Type,Document_ID,Source ID,Source_Description,Document_Journal,Document_Year,Cell ChEMBL ID,Properties,Action Type
422,CHEMBL4645631,,None,494.55,0,1.71,6d,CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2cccc(S(=O)(=O)c3ccc(F)cc3)c2)[nH]c1=O,IC50,'>',50.0,nM,,,,UO_0000065,,,,,0,CHEMBL4614090,Antiproliferative activity against human NCI-H460 cells assessed as reduction in cell viability after 72 hrs by SRB assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,NCI-H460,None,,,,CHEMBL396,NCI-H460,Homo sapiens,CELL-LINE,CHEMBL4613221,1,Scientific Literature,Bioorg. Med. Chem.,2020.0,CHEMBL3307677,,
423,CHEMBL4646977,,None,446.48,0,2.67,6u,CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2cccc(Oc3cccc(F)c3)c2)[nH]c1=O,IC50,'=',5.7,nM,8.24,,,UO_0000065,,,,,0,CHEMBL4614090,Antiproliferative activity against human NCI-H460 cells assessed as reduction in cell viability after 72 hrs by SRB assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,NCI-H460,None,,,,CHEMBL396,NCI-H460,Homo sapiens,CELL-LINE,CHEMBL4613221,1,Scientific Literature,Bioorg. Med. Chem.,2020.0,CHEMBL3307677,,
424,CHEMBL4640890,,None,307.31,0,-0.18,8d,O=c1[nH]/c(=C\c2ncccc2O)c(=O)[nH]/c1=C\c1ccccc1,IC50,'>',100.0,nM,,,,UO_0000065,,,,,0,CHEMBL4614090,Antiproliferative activity against human NCI-H460 cells assessed as reduction in cell viability after 72 hrs by SRB assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,NCI-H460,None,,,,CHEMBL396,NCI-H460,Homo sapiens,CELL-LINE,CHEMBL4613221,1,Scientific Literature,Bioorg. Med. Chem.,2020.0,CHEMBL3307677,,
425,CHEMBL4646853,,None,321.34,0,-0.39,8e,O=c1[nH]/c(=C\c2cccc(CO)n2)c(=O)[nH]/c1=C\c1ccccc1,IC50,'>',100.0,nM,,,,UO_0000065,,,,,0,CHEMBL4614090,Antiproliferative activity against human NCI-H460 cells assessed as reduction in cell viability after 72 hrs by SRB assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,NCI-H460,None,,,,CHEMBL396,NCI-H460,Homo sapiens,CELL-LINE,CHEMBL4613221,1,Scientific Literature,Bioorg. Med. Chem.,2020.0,CHEMBL3307677,,
426,CHEMBL4634835,,None,446.48,0,2.67,6o,CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2cccc(Oc3ccc(F)cc3)c2)[nH]c1=O,IC50,'=',3.0,nM,8.52,,,UO_0000065,,,,,0,CHEMBL4614091,Antiproliferative activity against human HepG2 cells assessed as reduction in cell viability after 72 hrs by SRB assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HepG2,None,,,,CHEMBL395,HepG2,Homo sapiens,CELL-LINE,CHEMBL4613221,1,Scientific Literature,Bioorg. Med. Chem.,2020.0,CHEMBL3307718,,
435,CHEMBL4636117,,None,381.52,0,3.48,9,C=CC(C)(C)n1cc(C[C@@H]2NC(=O)[C@H](CC(C)C)N(C)C2=O)c2ccccc21,IC50,'>',100000.0,nM,,,,UO_0000065,,,,,0,CHEMBL4614532,Cytotoxicity against African green monkey Vero cells,A,BAO_0000219,cell-based format,Chlorocebus sabaeus,None,None,Vero,None,,,,CHEMBL391,Vero,Chlorocebus sabaeus,CELL-LINE,CHEMBL4613246,1,Scientific Literature,J. Nat. Prod.,2020.0,CHEMBL3307520,,
436,CHEMBL4063810,,None,337.4,0,0.74,9,[2H]/C(c1nc[nH]c1C(C)(C)C)=c1/[nH]c(=O)/c(=C/c2ccccc2)[nH]c1=O,IC50,'=',22.0,nM,7.66,,,UO_0000065,,,,,0,CHEMBL3999790,Cytotoxicity against human NCI-H446 cells assessed as decrease in cell viability after 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,NCI-H446,None,,,,CHEMBL612440,NCI-H446,Homo sapiens,CELL-LINE,CHEMBL3997832,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2017.0,CHEMBL3307760,,
438,CHEMBL4649166,,None,401.4,0,2.05,17b,O=c1[nH]/c(=C\c2cccc(Oc3ccc(F)cc3)c2)c(=O)[nH]/c1=C\c1cccnc1,IC50,'>',1000.0,nM,,,,UO_0000065,,,,,0,CHEMBL4629251,Cytotoxicity against human NCI-H460 cells assessed as reduction in cell viability after 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,NCI-H460,None,,,,CHEMBL396,NCI-H460,Homo sapiens,CELL-LINE,CHEMBL4627367,1,Scientific Literature,Bioorg. Med. Chem.,2020.0,CHEMBL3307677,,
441,CHEMBL319291,,None,350.42,0,2.07,97,C=CC(C)(C)c1[nH]cnc1/C=C1\NC(=O)[C@H](Cc2ccccc2)NC1=O,IC50,'=',180.0,nM,6.75,,,UO_0000065,,,,,0,CHEMBL4386397,Antiproliferative activity against human HeLa cells assessed as reduction in cell growth incubated for 48 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,,,,CHEMBL399,HeLa,Homo sapiens,CELL-LINE,CHEMBL4385609,1,Scientific Literature,Eur. J. Med. Chem.,2019.0,CHEMBL3308376,,
442,CHEMBL319291,,None,350.42,0,2.07,97,C=CC(C)(C)c1[nH]cnc1/C=C1\NC(=O)[C@H](Cc2ccccc2)NC1=O,IC50,'=',180.0,nM,6.75,,,UO_0000065,,,,,0,CHEMBL4386396,Antiproliferative activity against human A549 cells assessed as reduction in cell growth incubated for 48 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,A549,None,,,,CHEMBL392,A549,Homo sapiens,CELL-LINE,CHEMBL4385609,1,Scientific Literature,Eur. J. Med. Chem.,2019.0,CHEMBL3307651,,
444,CHEMBL2031709,,None,401.51,0,3.45,6b,CC(C)=CCc1[nH]c2ccccc2c1C[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC1=O,IC50,'=',87000.0,nM,4.06,,,UO_0000065,,,,,0,CHEMBL2032598,Cytotoxicity against human cisplatin sensitive A2780 cells after 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,A2780,None,,,,CHEMBL614004,A2780,Homo sapiens,CELL-LINE,CHEMBL2029224,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012.0,CHEMBL3308421,,
445,CHEMBL3342339,,None,395.42,0,1.35,"6b, KPU-300",O=C(c1ccccc1)c1cccc(/C=c2\[nH]c(=O)/c(=C/c3ccccn3)[nH]c2=O)c1,IC50,'=',5.4,nM,8.27,,,UO_0000065,,,,,0,CHEMBL3383002,Cytotoxicity against human HeLa cells after 48 hrs by WST8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,,,,CHEMBL399,HeLa,Homo sapiens,CELL-LINE,CHEMBL3352421,1,Scientific Literature,ACS Med Chem Lett,2014.0,CHEMBL3308376,,
457,CHEMBL1096380,PLINABULIN,3.0,336.4,0,0.74,Plinabulin,CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2ccccc2)[nH]c1=O,IC50,'=',3.3,nM,8.48,,,UO_0000065,,,,,0,CHEMBL3999791,Cytotoxicity against human Jurkat cells assessed as decrease in cell viability after 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Jurkat,None,,,,CHEMBL397,Jurkat,Homo sapiens,CELL-LINE,CHEMBL3997832,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2017.0,CHEMBL3307526,,
458,CHEMBL2022197,,None,387.44,0,1.29,54,CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2cccc3cccnc23)[nH]c1=O,IC50,'=',140.0,nM,6.85,,,UO_0000065,,,,,0,CHEMBL2026543,Cytotoxicity against human HT-29 cells after 48 hrs using resazurin by microplate fluorometer analysis,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HT-29,None,,,,CHEMBL384,HT-29,Homo sapiens,CELL-LINE,CHEMBL2021797,1,Scientific Literature,J. Med. Chem.,2012.0,CHEMBL3307768,,
461,CHEMBL2022198,,None,387.44,0,1.29,"55, KPU-101",CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2cccc3cnccc23)[nH]c1=O,IC50,'=',13.0,nM,7.89,,,UO_0000065,,,,,0,CHEMBL2027127,Cytotoxicity against HUVEC after 48 hrs using resazurin by microplate fluorometer analysis,A,BAO_0000219,cell-based format,Homo sapiens,None,None,HUVEC,None,,,,CHEMBL613979,HUVEC,Homo sapiens,CELL-LINE,CHEMBL2021797,1,Scientific Literature,J. Med. Chem.,2012.0,CHEMBL3307501,,
462,CHEMBL2031704,,None,323.36,0,0.66,"14a, cyclo-L-Trp-L-His",O=C1N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@H]1Cc1c[nH]cn1,IC50,'>',100000.0,nM,,,,UO_0000065,,,,,0,CHEMBL2032597,Cytotoxicity against human K562 cells after 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,K562,None,,,,CHEMBL385,K562,Homo sapiens,CELL-LINE,CHEMBL2029224,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012.0,CHEMBL3308378,,
463,CHEMBL2031712,,None,325.41,0,2.22,12b,CC(C)=CCc1[nH]c2ccccc2c1C[C@H]1NC(=O)[C@@H](C)NC1=O,IC50,'=',34700.0,nM,4.46,,,UO_0000065,,,,,0,CHEMBL2032597,Cytotoxicity against human K562 cells after 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,K562,None,,,,CHEMBL385,K562,Homo sapiens,CELL-LINE,CHEMBL2029224,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012.0,CHEMBL3308378,,
464,CHEMBL2031704,,None,323.36,0,0.66,"14a, cyclo-L-Trp-L-His",O=C1N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@H]1Cc1c[nH]cn1,IC50,'>',100000.0,nM,,,,UO_0000065,,,,,0,CHEMBL2032598,Cytotoxicity against human cisplatin sensitive A2780 cells after 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,A2780,None,,,,CHEMBL614004,A2780,Homo sapiens,CELL-LINE,CHEMBL2029224,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012.0,CHEMBL3308421,,
465,CHEMBL2031708,,None,417.51,0,3.15,5b,CC(C)=CCc1[nH]c2ccccc2c1C[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC1=O,IC50,'=',89800.0,nM,4.05,,,UO_0000065,,,,,0,CHEMBL2032598,Cytotoxicity against human cisplatin sensitive A2780 cells after 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,A2780,None,,,,CHEMBL614004,A2780,Homo sapiens,CELL-LINE,CHEMBL2029224,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012.0,CHEMBL3308421,,
466,CHEMBL2031709,,None,401.51,0,3.45,6b,CC(C)=CCc1[nH]c2ccccc2c1C[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC1=O,IC50,'=',81600.0,nM,4.09,,,UO_0000065,,,,,0,CHEMBL2032599,Cytotoxicity against human cisplatin resistant A2780 cells after 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,A2780,None,,,,CHEMBL614004,A2780,Homo sapiens,CELL-LINE,CHEMBL2029224,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012.0,CHEMBL3308421,,
469,CHEMBL2047546,,None,273.29,0,-0.31,"8, cyclo(L-Trp-L-Ser-)",O=C1N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@H]1CO,IC50,'>',100000.0,nM,,,,UO_0000065,,,,,0,CHEMBL2214309,Cytotoxicity against human MCF7 cells by SRB method,F,BAO_0000219,cell-based format,Homo sapiens,None,None,MCF7,None,,,,CHEMBL387,MCF7,Homo sapiens,CELL-LINE,CHEMBL2203213,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012.0,CHEMBL3308403,,
470,CHEMBL2048725,,None,508.5,1,2.99,16o,CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2cccc(C(=O)c3ccc(C(F)(F)F)cc3)c2)[nH]c1=O,IC50,'=',147.0,nM,6.83,,,UO_0000065,,,,,0,CHEMBL2051659,Cytotoxicity against human HT-29 cells after 48 hrs by XTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HT-29,None,,,,CHEMBL384,HT-29,Homo sapiens,CELL-LINE,CHEMBL2046436,1,Scientific Literature,Bioorg. Med. Chem.,2012.0,CHEMBL3307768,,
471,CHEMBL4636627,,None,432.46,0,2.5,14a,CC(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2cccc(Oc3ccc(F)cc3)c2)[nH]c1=O,IC50,'=',8.8,nM,8.06,,,UO_0000065,,,,,0,CHEMBL4629251,Cytotoxicity against human NCI-H460 cells assessed as reduction in cell viability after 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,NCI-H460,None,,,,CHEMBL396,NCI-H460,Homo sapiens,CELL-LINE,CHEMBL4627367,1,Scientific Literature,Bioorg. Med. Chem.,2020.0,CHEMBL3307677,,
472,CHEMBL4640640,,None,416.41,0,1.99,17l,Cc1ccc(/C=c2\[nH]c(=O)/c(=C/c3cccc(C(=O)c4ccc(F)cc4)c3)[nH]c2=O)o1,IC50,'=',5.3,nM,8.28,,,UO_0000065,,,,,0,CHEMBL4629251,Cytotoxicity against human NCI-H460 cells assessed as reduction in cell viability after 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,NCI-H460,None,,,,CHEMBL396,NCI-H460,Homo sapiens,CELL-LINE,CHEMBL4627367,1,Scientific Literature,Bioorg. Med. Chem.,2020.0,CHEMBL3307677,,
473,CHEMBL4641292,,None,402.39,0,0.81,14h,O=C(c1ccc(F)cc1)c1cccc(/C=c2\[nH]c(=O)/c(=C/c3c[nH]cn3)[nH]c2=O)c1,IC50,'=',4.3,nM,8.37,,,UO_0000065,,,,,0,CHEMBL4629252,Cytotoxicity against human BxPC3 cells assessed as reduction in cell viability incubated for 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,BXPC-3,None,,,,CHEMBL614530,BXPC-3,Homo sapiens,CELL-LINE,CHEMBL4627367,1,Scientific Literature,Bioorg. Med. Chem.,2020.0,CHEMBL3307637,,
475,CHEMBL1096380,PLINABULIN,3.0,336.4,0,0.74,NPI-2358,CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2ccccc2)[nH]c1=O,IC50,'=',6.8,nM,8.17,,,UO_0000065,,,,,0,CHEMBL4718403,Cytotoxicity against human U-937 cells assessed as reduction in cell viability measured after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,U-937,None,,,,CHEMBL612794,U-937,Homo sapiens,CELL-LINE,CHEMBL4715742,1,Scientific Literature,Eur. J. Med. Chem.,2016.0,CHEMBL3308006,TIME = 72.0 hr,
476,CHEMBL4757025,,None,438.61,0,4.26,3j,C=CCn1c(=O)/c(=C/CCCCCCCCCCC)[nH]c(=O)/c1=C/c1ccc(OC)cc1,IC50,,,,,,Not Active,,,,,,0,CHEMBL4718408,Cytotoxicity against human HeLa cells assessed as reduction in cell viability measured after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,,,,CHEMBL399,HeLa,Homo sapiens,CELL-LINE,CHEMBL4715742,1,Scientific Literature,Eur. J. Med. Chem.,2016.0,CHEMBL3308376,TIME = 72.0 hr,
477,CHEMBL4743607,,None,368.48,0,2.31,1e,C=CCn1c(=O)/c(=C/CCCCCC)[nH]c(=O)/c1=C/c1ccccc1OC,IC50,'=',7000.0,nM,5.16,,,UO_0000065,,,,,0,CHEMBL4718408,Cytotoxicity against human HeLa cells assessed as reduction in cell viability measured after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,,,,CHEMBL399,HeLa,Homo sapiens,CELL-LINE,CHEMBL4715742,1,Scientific Literature,Eur. J. Med. Chem.,2016.0,CHEMBL3308376,TIME = 72.0 hr,
478,CHEMBL4755789,,None,438.61,0,4.26,1j,C=CCn1c(=O)/c(=C/CCCCCCCCCCC)[nH]c(=O)/c1=C/c1ccccc1OC,IC50,,,,,,Not Active,,,,,,0,CHEMBL4718410,Cytotoxicity against human HT-29 cells assessed as reduction in cell viability measured after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HT-29,None,,,,CHEMBL384,HT-29,Homo sapiens,CELL-LINE,CHEMBL4715742,1,Scientific Literature,Eur. J. Med. Chem.,2016.0,CHEMBL3307768,TIME = 72.0 hr,
480,CHEMBL1096380,PLINABULIN,3.0,336.4,0,0.74,Plinabulin,CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2ccccc2)[nH]c1=O,IC50,'=',3.5,nM,8.46,,,UO_0000065,,,,,0,CHEMBL4393107,Cytotoxicity in human A549 cells assessed as reduction in cell viability incubated for 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,A549,None,,,,CHEMBL392,A549,Homo sapiens,CELL-LINE,CHEMBL4392834,1,Scientific Literature,Bioorg. Med. Chem.,2019.0,CHEMBL3307651,,
482,CHEMBL3342337,,None,306.32,0,1.5,10,O=C1CNC(=O)/C(=C/c2cccc(C(=O)c3ccccc3)c2)N1,IC50,'>',20000.0,nM,,,,UO_0000065,,,,,0,CHEMBL3382999,Cytotoxicity against human HT-29 cells after 48 hrs by XTT/PMS assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HT-29,None,,,,CHEMBL384,HT-29,Homo sapiens,CELL-LINE,CHEMBL3352421,1,Scientific Literature,ACS Med Chem Lett,2014.0,CHEMBL3307768,,
483,CHEMBL3342341,,None,395.42,0,1.35,6d,O=C(c1ccccc1)c1cccc(/C=c2\[nH]c(=O)/c(=C/c3ccncc3)[nH]c2=O)c1,IC50,'>',1000.0,nM,,,,UO_0000065,,,,,0,CHEMBL3382999,Cytotoxicity against human HT-29 cells after 48 hrs by XTT/PMS assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HT-29,None,,,,CHEMBL384,HT-29,Homo sapiens,CELL-LINE,CHEMBL3352421,1,Scientific Literature,ACS Med Chem Lett,2014.0,CHEMBL3307768,,
484,CHEMBL3342342,,None,396.41,0,0.74,6e,O=C(c1ccccc1)c1cccc(/C=c2\[nH]c(=O)/c(=C/c3ncccn3)[nH]c2=O)c1,IC50,'=',75.3,nM,7.12,,,UO_0000065,,,,,0,CHEMBL3382999,Cytotoxicity against human HT-29 cells after 48 hrs by XTT/PMS assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HT-29,None,,,,CHEMBL384,HT-29,Homo sapiens,CELL-LINE,CHEMBL3352421,1,Scientific Literature,ACS Med Chem Lett,2014.0,CHEMBL3307768,,
487,CHEMBL4226928,,None,429.48,0,1.3,15,CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2cccc(C(=O)c3cc[nH]c3)c2)[nH]c1=O,IC50,'>',100.0,nM,,,,UO_0000065,,,,,0,CHEMBL4222806,Antiproliferative activity against human BxPC3 cells after 72 hrs by sulforhodamine B assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,BXPC-3,None,,,,CHEMBL614530,BXPC-3,Homo sapiens,CELL-LINE,CHEMBL4219170,1,Scientific Literature,Bioorg. Med. Chem.,2018.0,CHEMBL3307637,,
488,CHEMBL4226643,,None,402.45,0,0.74,9g,O=C(c1cccc(/C=c2\[nH]c(=O)/c(=C/c3ccccn3)[nH]c2=O)c1)N1CCCCC1,IC50,'>',500.0,nM,,,,UO_0000065,,,,,0,CHEMBL4222806,Antiproliferative activity against human BxPC3 cells after 72 hrs by sulforhodamine B assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,BXPC-3,None,,,,CHEMBL614530,BXPC-3,Homo sapiens,CELL-LINE,CHEMBL4219170,1,Scientific Literature,Bioorg. Med. Chem.,2018.0,CHEMBL3307637,,
489,CHEMBL4228619,,None,447.54,0,1.37,9c,CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2cccc(C(=O)N3CCCCC3)c2)[nH]c1=O,IC50,'=',100.4,nM,7.0,,,UO_0000065,,,,,0,CHEMBL4222806,Antiproliferative activity against human BxPC3 cells after 72 hrs by sulforhodamine B assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,BXPC-3,None,,,,CHEMBL614530,BXPC-3,Homo sapiens,CELL-LINE,CHEMBL4219170,1,Scientific Literature,Bioorg. Med. Chem.,2018.0,CHEMBL3307637,,
490,CHEMBL4780890,,None,429.3,0,2.7,4m,C=CCn1c(=O)/c(=C/c2cccc(Cl)c2Cl)[nH]c(=O)/c1=C/c1ccccc1OC,IC50,'=',2100.0,nM,5.68,,,UO_0000065,,,,,0,CHEMBL4718407,Cytotoxicity against human MCF7 cells assessed as reduction in cell viability measured after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,MCF7,None,,,,CHEMBL387,MCF7,Homo sapiens,CELL-LINE,CHEMBL4715742,1,Scientific Literature,Eur. J. Med. Chem.,2016.0,CHEMBL3308403,TIME = 72.0 hr,
491,CHEMBL4783249,,None,494.72,1,5.82,2k,C=CCn1c(=O)/c(=C/CCCCCCCCCCCCCCC)[nH]c(=O)/c1=C/c1cccc(OC)c1,IC50,,,,,,Not Active,,,,,,0,CHEMBL4718407,Cytotoxicity against human MCF7 cells assessed as reduction in cell viability measured after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,MCF7,None,,,,CHEMBL387,MCF7,Homo sapiens,CELL-LINE,CHEMBL4715742,1,Scientific Literature,Eur. J. Med. Chem.,2016.0,CHEMBL3308403,TIME = 72.0 hr,
492,CHEMBL4792497,,None,326.4,0,1.14,3b,C=CCn1c(=O)/c(=C/CCC)[nH]c(=O)/c1=C/c1ccc(OC)cc1,IC50,'=',13100.0,nM,4.88,,,UO_0000065,,,,,0,CHEMBL4718409,Cytotoxicity against human DU-145 cells assessed as reduction in cell viability measured after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,DU-145,None,,,,CHEMBL613508,DU-145,Homo sapiens,CELL-LINE,CHEMBL4715742,1,Scientific Literature,Eur. J. Med. Chem.,2016.0,CHEMBL3308034,TIME = 72.0 hr,
493,CHEMBL4789370,,None,326.4,0,1.14,2b,C=CCn1c(=O)/c(=C/CCC)[nH]c(=O)/c1=C/c1cccc(OC)c1,IC50,,,,,,Not Active,,,,,,0,CHEMBL4718410,Cytotoxicity against human HT-29 cells assessed as reduction in cell viability measured after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HT-29,None,,,,CHEMBL384,HT-29,Homo sapiens,CELL-LINE,CHEMBL4715742,1,Scientific Literature,Eur. J. Med. Chem.,2016.0,CHEMBL3307768,TIME = 72.0 hr,
494,CHEMBL4646337,,None,397.43,0,1.69,8b,O=c1[nH]/c(=C\c2ncccc2OCc2ccccc2)c(=O)[nH]/c1=C\c1ccccc1,IC50,'>',200.0,nM,,,,UO_0000065,,,,,0,CHEMBL4614090,Antiproliferative activity against human NCI-H460 cells assessed as reduction in cell viability after 72 hrs by SRB assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,NCI-H460,None,,,,CHEMBL396,NCI-H460,Homo sapiens,CELL-LINE,CHEMBL4613221,1,Scientific Literature,Bioorg. Med. Chem.,2020.0,CHEMBL3307677,,
495,CHEMBL1096380,PLINABULIN,3.0,336.4,0,0.74,Plinabulin,CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2ccccc2)[nH]c1=O,IC50,'=',6.0,nM,8.22,,,UO_0000065,,,,,0,CHEMBL4614092,Antiproliferative activity against human HCT116 cells assessed as reduction in cell viability after 72 hrs by SRB assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HCT-116,None,,,,CHEMBL394,HCT-116,Homo sapiens,CELL-LINE,CHEMBL4613221,1,Scientific Literature,Bioorg. Med. Chem.,2020.0,CHEMBL3308372,,
496,CHEMBL4634835,,None,446.48,0,2.67,6o,CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2cccc(Oc3ccc(F)cc3)c2)[nH]c1=O,IC50,'=',8.4,nM,8.08,,,UO_0000065,,,,,0,CHEMBL4614094,Antiproliferative activity against human HeLa cells assessed as reduction in cell viability after 72 hrs by SRB assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,,,,CHEMBL399,HeLa,Homo sapiens,CELL-LINE,CHEMBL4613221,1,Scientific Literature,Bioorg. Med. Chem.,2020.0,CHEMBL3308376,,
497,CHEMBL4797507,,None,368.48,0,2.31,3e,C=CCn1c(=O)/c(=C/CCCCCC)[nH]c(=O)/c1=C/c1ccc(OC)cc1,IC50,'=',1600.0,nM,5.8,,,UO_0000065,,,,,0,CHEMBL4718408,Cytotoxicity against human HeLa cells assessed as reduction in cell viability measured after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,,,,CHEMBL399,HeLa,Homo sapiens,CELL-LINE,CHEMBL4715742,1,Scientific Literature,Eur. J. Med. Chem.,2016.0,CHEMBL3308376,TIME = 72.0 hr,
498,CHEMBL4752725,,None,438.61,0,4.26,2j,C=CCn1c(=O)/c(=C/CCCCCCCCCCC)[nH]c(=O)/c1=C/c1cccc(OC)c1,IC50,,,,,,Not Active,,,,,,0,CHEMBL4718410,Cytotoxicity against human HT-29 cells assessed as reduction in cell viability measured after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HT-29,None,,,,CHEMBL384,HT-29,Homo sapiens,CELL-LINE,CHEMBL4715742,1,Scientific Literature,Eur. J. Med. Chem.,2016.0,CHEMBL3307768,TIME = 72.0 hr,
499,CHEMBL4798793,,None,354.45,0,1.92,1d,C=CCn1c(=O)/c(=C/CCCCC)[nH]c(=O)/c1=C/c1ccccc1OC,IC50,'=',1900.0,nM,5.72,,,UO_0000065,,,,,0,CHEMBL4718403,Cytotoxicity against human U-937 cells assessed as reduction in cell viability measured after 72 hrs by CCK8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,U-937,None,,,,CHEMBL612794,U-937,Homo sapiens,CELL-LINE,CHEMBL4715742,1,Scientific Literature,Eur. J. Med. Chem.,2016.0,CHEMBL3308006,TIME = 72.0 hr,
